name,date,value
PS,2016,1460000
Wii,2016,1360000
PSP,2016,1320000
2600,2016,1300000
2600,2016,1250000
PS2,2016,1220000
XB,2016,1190000
PS2,2016,1110000
PS,2016,1040000
GB,2016,1030000
X360,2016,990000
2600,2016,980000
PS2,2016,980000
PS3,2016,970000
PS3,2016,970000
PS2,2016,950000
XB,2016,910000
Wii,2016,900000
PS3,2016,860000
X360,2016,860000
PSP,2016,830000
PS2,2016,830000
X360,2016,820000
PSP,2016,800000
Wii,2016,740000
GBA,2016,740000
DS,2016,720000
X360,2016,690000
GBA,2016,670000
PS3,2016,640000
PS2,2016,630000
DS,2016,630000
XB,2016,620000
Wii,2016,600000
X360,2016,590000
PS2,2016,580000
XB,2016,580000
XB,2016,540000
GC,2016,540000
2600,2016,510000
X360,2016,500000
PS3,2016,480000
2600,2016,470000
Wii,2016,470000
2600,2016,460000
XB,2016,450000
2600,2016,450000
X360,2016,450000
2600,2016,440000
X360,2016,440000
Wii,2016,430000
PC,2016,410000
3DS,2016,400000
PS2,2016,400000
PS3,2016,400000
PS2,2016,400000
PS3,2016,390000
2600,2016,380000
PSP,2016,380000
XB,2016,360000
DS,2016,360000
GBA,2016,360000
X360,2016,360000
PC,2016,360000
Wii,2016,350000
N64,2016,330000
PS2,2016,320000
X360,2016,320000
2600,2016,320000
PS2,2016,320000
XB,2016,310000
2600,2016,310000
DS,2016,300000
PS,2016,300000
PSV,2016,300000
GC,2016,300000
3DS,2016,300000
GC,2016,290000
PS2,2016,280000
XB,2016,280000
GC,2016,280000
GC,2016,280000
GBA,2016,270000
2600,2016,270000
X360,2016,270000
2600,2016,270000
PSP,2016,270000
PS3,2016,270000
PS3,2016,260000
PS2,2016,250000
PS2,2016,240000
PC,2016,240000
PS3,2016,240000
PSP,2016,240000
Wii,2016,240000
Wii,2016,240000
Wii,2016,230000
PS2,2016,230000
PS2,2016,230000
PS3,2016,220000
PC,2016,220000
2600,2016,210000
2600,2016,210000
XB,2016,210000
PSP,2016,210000
PS3,2016,210000
N64,2016,200000
PC,2016,200000
PC,2016,200000
3DS,2016,190000
X360,2016,190000
Wii,2016,180000
X360,2016,180000
PS,2016,180000
X360,2016,180000
PS2,2016,180000
GBA,2016,170000
PS3,2016,170000
PS2,2016,170000
PS2,2016,170000
PS3,2016,170000
PS,2016,160000
Wii,2016,160000
X360,2016,160000
2600,2016,150000
PS2,2016,150000
XB,2016,150000
Wii,2016,140000
N64,2016,140000
PS3,2016,140000
X360,2016,140000
GBA,2016,140000
XB,2016,130000
PC,2016,130000
GC,2016,130000
DS,2016,120000
X360,2016,120000
PS3,2016,120000
PSP,2016,120000
PS2,2016,120000
GC,2016,120000
XB,2016,120000
DS,2016,120000
PC,2016,120000
PSP,2016,120000
DS,2016,120000
PS2,2016,110000
GC,2016,110000
Wii,2016,110000
PS3,2016,100000
DS,2016,100000
DS,2016,100000
X360,2016,100000
DS,2016,100000
Wii,2016,100000
DS,2016,90000
PSP,2016,90000
PS,2016,90000
GBA,2016,90000
Wii,2016,90000
DS,2016,80000
X360,2016,80000
3DS,2016,80000
Wii,2016,80000
3DS,2016,80000
Wii,2016,80000
PC,2016,80000
DS,2016,70000
GC,2016,70000
3DS,2016,70000
DS,2016,70000
XB,2016,70000
PS3,2016,70000
Wii,2016,70000
DS,2016,70000
X360,2016,70000
XB,2016,70000
X360,2016,70000
X360,2016,70000
DS,2016,60000
DS,2016,60000
PSP,2016,60000
Wii,2016,60000
Wii,2016,60000
X360,2016,60000
XB,2016,60000
DS,2016,60000
DS,2016,50000
Wii,2016,50000
PS2,2016,50000
X360,2016,50000
GBA,2016,50000
PS3,2016,50000
PS3,2016,50000
PS3,2016,50000
PC,2016,40000
PC,2016,40000
PS,2016,40000
Wii,2016,40000
GC,2016,40000
PS2,2016,40000
X360,2016,40000
Wii,2016,40000
PSP,2016,40000
PC,2016,40000
PSP,2016,30000
GBA,2016,30000
3DS,2016,30000
DS,2016,30000
X360,2016,30000
PSP,2016,30000
PS2,2016,30000
PC,2016,30000
XB,2016,30000
DS,2016,30000
XB,2016,30000
Wii,2016,30000
GC,2016,20000
PS3,2016,20000
Wii,2016,20000
PSP,2016,20000
Wii,2016,20000
Wii,2016,20000
DS,2016,20000
3DS,2016,20000
DS,2016,20000
Wii,2016,20000
PS2,2016,20000
DS,2016,20000
PS2,2016,20000
DS,2016,20000
XB,2016,20000
X360,2016,20000
Wii,2016,20000
DS,2016,20000
GC,2016,20000
Wii,2016,20000
DS,2016,20000
DS,2016,20000
PSP,2016,10000
PC,2016,10000
XB,2016,10000
PC,2016,10000
DS,2016,10000
X360,2016,10000
PS3,2016,10000
GC,2016,10000
PC,2016,10000
PS3,2016,10000
GC,2016,10000
3DS,2016,10000
DS,2016,290000
PS4,2016,30000
PSV,2016,10000
PSV,2016,10000
PS4,2016,4770000
PS4,2016,4200000
PS4,2016,3610000
PS4,2016,2130000
XOne,2016,2010000
PS4,2016,1730000
PS4,2016,1600000
PS4,2016,1560000
XOne,2016,1530000
PS4,2016,1390000
3DS,2016,1270000
PS4,2016,1230000
PS4,2016,1190000
PS4,2016,1170000
PS4,2016,1060000
WiiU,2016,940000
WiiU,2016,930000
PS4,2016,890000
XOne,2016,850000
XOne,2016,850000
3DS,2016,850000
PS4,2016,840000
XOne,2016,820000
PS4,2016,820000
XOne,2016,680000
XOne,2016,640000
PS4,2016,640000
3DS,2016,630000
3DS,2016,550000
PS4,2016,540000
XOne,2016,510000
3DS,2016,460000
PS4,2016,450000
XOne,2016,440000
PC,2016,430000
WiiU,2016,430000
3DS,2016,420000
XOne,2016,400000
XOne,2016,380000
PS3,2016,380000
PS4,2016,370000
PC,2016,370000
PS4,2016,360000
XOne,2016,350000
WiiU,2016,350000
X360,2016,340000
PS4,2016,340000
PS4,2016,330000
XOne,2016,320000
PS4,2016,320000
PS4,2016,320000
PS4,2016,320000
PS3,2016,320000
PS4,2016,310000
PS4,2016,300000
PSV,2016,300000
PC,2016,290000
PS4,2016,280000
PS4,2016,280000
XOne,2016,280000
PS4,2016,280000
PS4,2016,280000
PS4,2016,270000
3DS,2016,270000
WiiU,2016,260000
XOne,2016,240000
WiiU,2016,230000
PSV,2016,230000
PSV,2016,230000
PS4,2016,230000
PS4,2016,220000
PS4,2016,220000
PS4,2016,220000
PS4,2016,200000
PC,2016,200000
PS4,2016,200000
PS4,2016,200000
3DS,2016,200000
3DS,2016,200000
3DS,2016,190000
PSV,2016,190000
PS4,2016,190000
3DS,2016,180000
PS4,2016,180000
PC,2016,180000
X360,2016,180000
PSV,2016,170000
3DS,2016,170000
PS4,2016,170000
PS4,2016,170000
3DS,2016,170000
PS3,2015,160000
PS4,2015,160000
XOne,2015,150000
XOne,2015,150000
PSV,2015,150000
XOne,2015,150000
PC,2015,140000
PSV,2015,130000
PS3,2015,130000
XOne,2015,130000
PS3,2015,120000
XOne,2015,120000
XOne,2015,120000
PSV,2015,120000
PS4,2015,120000
PSV,2015,120000
PSV,2015,120000
PS3,2015,120000
3DS,2015,120000
PS3,2015,120000
PS4,2015,120000
XOne,2015,110000
PS3,2015,110000
XOne,2015,110000
PS3,2015,110000
PS3,2015,110000
PSV,2015,110000
PS4,2015,110000
X360,2015,110000
PSV,2015,110000
PC,2015,100000
PC,2015,100000
PS3,2015,100000
XOne,2015,100000
3DS,2015,90000
PS4,2015,90000
PS4,2015,90000
PSV,2015,90000
PSV,2015,90000
PS4,2015,90000
3DS,2015,90000
PS4,2015,90000
XOne,2015,90000
WiiU,2015,90000
PSV,2015,90000
PS4,2015,80000
PS4,2015,80000
XOne,2015,80000
X360,2015,80000
PS4,2015,80000
3DS,2015,80000
PS3,2015,80000
PS4,2015,70000
XOne,2015,70000
PS4,2015,70000
PS4,2015,70000
PC,2015,70000
PS3,2015,70000
PS4,2015,70000
3DS,2015,70000
PS4,2015,60000
PS4,2015,60000
PS3,2015,60000
3DS,2015,60000
PSV,2015,60000
PS3,2015,60000
PS4,2015,60000
PS3,2015,60000
XOne,2015,60000
PSV,2015,60000
3DS,2015,60000
PS3,2015,60000
PS4,2015,60000
3DS,2015,60000
PS4,2015,50000
X360,2015,50000
PC,2015,50000
PSV,2015,50000
PS4,2015,50000
PS3,2015,50000
PSV,2015,50000
PC,2015,50000
3DS,2015,50000
PS4,2015,50000
PSV,2015,50000
PS4,2015,50000
PC,2015,50000
PSV,2015,50000
PS4,2015,50000
PC,2015,50000
PS4,2015,50000
XOne,2015,50000
PS3,2015,50000
PSV,2015,50000
PS4,2015,50000
PC,2015,50000
PS4,2015,40000
XOne,2015,40000
PS3,2015,40000
PS4,2015,40000
XOne,2015,40000
PC,2015,40000
3DS,2015,40000
PSV,2015,40000
PS4,2015,40000
PS3,2015,40000
PS4,2015,40000
XOne,2015,40000
PS4,2015,40000
XOne,2015,40000
PS3,2015,40000
3DS,2015,40000
PSV,2015,40000
XOne,2015,40000
PS4,2015,40000
PS4,2015,40000
PSV,2015,40000
XOne,2015,40000
3DS,2015,40000
XOne,2015,40000
3DS,2015,40000
PSV,2015,40000
PS4,2015,40000
PS4,2015,30000
PS3,2015,30000
XOne,2015,30000
PSV,2015,30000
PS4,2015,30000
3DS,2015,30000
3DS,2015,30000
PSV,2015,30000
PC,2015,30000
PS4,2015,30000
PSV,2015,30000
X360,2015,30000
PC,2015,30000
PC,2015,30000
XOne,2015,30000
3DS,2015,30000
3DS,2015,30000
PC,2015,30000
PSV,2015,30000
PS4,2015,30000
PSV,2015,30000
PS3,2015,30000
XOne,2015,30000
PC,2015,30000
3DS,2015,30000
PS4,2015,30000
WiiU,2015,30000
PSV,2015,30000
PS4,2015,30000
PSV,2015,20000
XOne,2015,20000
PS3,2015,20000
PC,2015,20000
3DS,2015,20000
X360,2015,20000
PSV,2015,20000
PS3,2015,20000
PS4,2015,20000
XOne,2015,20000
PSV,2015,20000
PS4,2015,20000
PSV,2015,20000
PC,2015,20000
PS4,2015,20000
PSV,2015,20000
XOne,2015,20000
PSV,2015,20000
PSV,2015,20000
PC,2015,20000
PS4,2015,20000
PC,2015,20000
XOne,2015,20000
PSV,2015,20000
PS4,2015,20000
PSV,2015,20000
PS4,2015,20000
PC,2015,20000
PC,2015,20000
PC,2015,20000
PS4,2015,20000
WiiU,2015,20000
PC,2015,20000
PS4,2015,20000
PS4,2015,20000
PSV,2015,20000
PS3,2015,20000
PSV,2015,20000
PS3,2015,20000
PS3,2015,20000
PS3,2015,20000
PC,2015,20000
PS4,2015,20000
PS4,2015,20000
PSV,2015,20000
XOne,2015,20000
PC,2015,20000
PSV,2015,20000
XOne,2015,20000
X360,2015,20000
PS4,2015,20000
PSV,2015,20000
PSV,2015,20000
PS4,2015,20000
PS4,2015,20000
PSV,2015,20000
PS4,2015,20000
PSV,2015,10000
3DS,2015,10000
3DS,2015,10000
PS4,2015,10000
PSV,2015,10000
PSV,2015,10000
PS3,2015,10000
PS4,2015,10000
PC,2015,10000
PS4,2015,10000
PSV,2015,10000
PS4,2015,10000
PS4,2015,10000
PSV,2015,10000
PS4,2015,10000
XOne,2015,10000
PSV,2015,10000
PSV,2015,10000
PS3,2015,10000
PC,2015,10000
WiiU,2015,10000
PS4,2015,10000
XOne,2015,10000
PSV,2015,10000
PSV,2015,10000
PC,2015,10000
PC,2015,10000
PSV,2015,10000
PC,2015,10000
PC,2015,10000
XOne,2015,10000
PSV,2015,10000
XOne,2015,10000
3DS,2015,10000
PC,2015,10000
XOne,2015,10000
XOne,2015,10000
PS4,2015,10000
PC,2015,10000
XOne,2015,10000
XOne,2015,10000
PS4,2015,10000
XOne,2015,10000
PSV,2015,10000
PS4,2015,14240000
PS4,2015,8490000
PS4,2015,7670000
XOne,2015,7300000
PS4,2015,6960000
WiiU,2015,4570000
PS4,2015,4470000
XOne,2015,4260000
XOne,2015,4090000
PS4,2015,3850000
PS4,2015,3790000
PS4,2015,3730000
XOne,2015,3490000
PS4,2015,3380000
PS4,2015,3280000
3DS,2015,3260000
XOne,2015,3230000
PS4,2015,3220000
WiiU,2015,3180000
XOne,2015,3000000
3DS,2015,2980000
PS3,2015,2850000
PS4,2015,2700000
XOne,2015,2400000
PS4,2015,2390000
PS4,2015,2380000
3DS,2015,2320000
XOne,2015,2320000
3DS,2015,2280000
PS4,2015,2150000
PS4,2015,2090000
PS4,2015,1910000
PS4,2015,1830000
PS3,2015,1790000
X360,2015,1760000
XOne,2015,1740000
PS4,2015,1720000
PS4,2015,1720000
X360,2015,1690000
PS4,2015,1660000
PS4,2015,1640000
WiiU,2015,1550000
3DS,2015,1540000
XOne,2015,1450000
XOne,2015,1350000
XOne,2015,1300000
WiiU,2015,1290000
XOne,2015,1290000
XOne,2015,1280000
XOne,2015,1270000
XOne,2015,1240000
PC,2015,1230000
Wii,2015,1200000
XOne,2015,1200000
PS4,2015,1200000
3DS,2015,1190000
XOne,2015,1170000
PS4,2015,1110000
3DS,2015,1100000
PC,2015,1080000
PS4,2015,1050000
PS4,2015,1040000
X360,2015,980000
PS4,2015,970000
X360,2015,970000
X360,2015,950000
PS4,2015,950000
PS3,2015,930000
PS4,2015,920000
X360,2015,910000
PS4,2015,890000
XOne,2015,880000
3DS,2015,860000
3DS,2015,860000
WiiU,2015,840000
PS4,2015,840000
PS3,2015,820000
PS4,2015,810000
XOne,2015,810000
PS3,2015,800000
PS4,2015,780000
XOne,2015,750000
3DS,2015,740000
PS4,2015,710000
PS4,2015,710000
3DS,2015,710000
XOne,2015,710000
PS3,2015,700000
PS3,2015,690000
3DS,2015,690000
PS4,2015,680000
XOne,2015,680000
PC,2015,670000
PS4,2015,670000
PS4,2015,660000
PS4,2015,640000
PS4,2015,630000
XOne,2015,630000
XOne,2015,620000
PS4,2015,610000
3DS,2015,600000
PS3,2015,590000
PS4,2015,590000
WiiU,2015,580000
XOne,2015,580000
PS3,2015,580000
X360,2015,560000
3DS,2015,560000
PS3,2015,550000
PS3,2015,540000
XOne,2015,540000
PS4,2015,540000
PC,2015,540000
WiiU,2015,530000
WiiU,2015,530000
PC,2015,510000
WiiU,2015,510000
PS4,2015,510000
XOne,2015,510000
X360,2015,500000
PS3,2015,490000
PS3,2015,490000
WiiU,2015,480000
3DS,2015,470000
PS3,2015,470000
XOne,2015,470000
PS3,2015,460000
XOne,2015,460000
X360,2015,460000
PSV,2015,460000
3DS,2015,460000
PSV,2015,460000
PS3,2015,450000
PS4,2015,450000
WiiU,2015,450000
X360,2015,440000
WiiU,2015,440000
XOne,2015,430000
PS4,2015,420000
WiiU,2015,420000
PS3,2015,410000
X360,2015,410000
PSV,2015,410000
XOne,2015,410000
X360,2015,400000
PS3,2015,390000
PS3,2015,390000
PS4,2015,380000
PSV,2015,380000
X360,2015,380000
PS4,2015,380000
XOne,2015,370000
PS4,2015,370000
PS4,2015,370000
X360,2015,360000
PS4,2015,350000
PS4,2015,350000
X360,2015,340000
PS4,2015,330000
3DS,2015,330000
PS3,2015,320000
XOne,2015,320000
XOne,2015,310000
3DS,2015,310000
PC,2015,310000
XOne,2015,310000
PS4,2015,300000
PS4,2015,300000
PS4,2015,300000
PS3,2015,290000
PS3,2015,280000
PS4,2015,280000
PS4,2015,270000
PS4,2015,270000
X360,2015,270000
PS4,2015,270000
XOne,2015,270000
Wii,2015,260000
PS4,2015,250000
PS4,2015,250000
XOne,2015,250000
3DS,2015,250000
PS3,2015,250000
PC,2015,250000
PSV,2015,240000
XOne,2015,240000
3DS,2015,240000
3DS,2015,240000
X360,2015,240000
3DS,2015,230000
3DS,2015,230000
PC,2015,230000
PS4,2015,230000
XOne,2015,230000
XOne,2015,230000
PC,2015,230000
PSV,2015,230000
XOne,2015,220000
PC,2015,220000
PS4,2015,220000
PS3,2015,220000
WiiU,2015,220000
PS4,2015,220000
3DS,2015,220000
PSV,2015,220000
PS4,2015,220000
X360,2015,210000
3DS,2015,210000
XOne,2015,200000
PC,2015,200000
XOne,2015,200000
PS4,2015,200000
PS4,2015,200000
PC,2015,190000
3DS,2015,190000
XOne,2015,190000
3DS,2015,190000
PSV,2015,190000
PSV,2015,190000
PC,2015,180000
PC,2015,180000
WiiU,2015,180000
PC,2015,180000
PS4,2015,170000
PS4,2015,170000
PS4,2015,170000
PS4,2015,170000
PSV,2015,170000
PS4,2015,170000
XOne,2015,170000
X360,2015,170000
PS4,2015,170000
3DS,2015,170000
PSV,2015,160000
PS4,2015,160000
3DS,2015,160000
XOne,2015,150000
3DS,2015,150000
PS4,2015,150000
PS3,2015,150000
3DS,2015,150000
PSV,2015,150000
PS3,2015,150000
XOne,2015,140000
PSV,2015,140000
3DS,2015,140000
PC,2015,140000
3DS,2015,140000
PC,2015,140000
3DS,2015,140000
PS4,2015,140000
PC,2015,140000
3DS,2015,130000
XOne,2015,130000
XOne,2015,130000
PS3,2015,130000
PSV,2015,130000
3DS,2015,130000
PSV,2015,130000
XOne,2015,130000
PS4,2015,130000
X360,2015,130000
PC,2015,130000
PS4,2015,130000
3DS,2015,130000
PS4,2015,120000
PS3,2015,120000
3DS,2015,120000
WiiU,2015,120000
PS4,2015,120000
PSV,2015,120000
XOne,2015,120000
PS4,2015,120000
XOne,2015,110000
3DS,2015,110000
PS4,2015,110000
PS3,2015,110000
3DS,2015,110000
PC,2015,110000
PS3,2015,110000
3DS,2015,110000
PS4,2015,110000
3DS,2015,110000
WiiU,2015,110000
PS3,2015,100000
PSV,2015,100000
XOne,2015,100000
PS4,2015,100000
XOne,2015,100000
PS4,2015,100000
XOne,2015,100000
PS4,2015,100000
PS3,2015,100000
PS4,2015,100000
XOne,2015,100000
PS4,2015,100000
XOne,2015,100000
PC,2015,100000
X360,2015,90000
PS4,2015,90000
PS4,2015,90000
PC,2015,90000
X360,2015,90000
3DS,2015,90000
PS4,2015,90000
PS3,2015,90000
X360,2015,90000
X360,2015,90000
PS4,2015,90000
PC,2015,90000
XOne,2015,90000
3DS,2015,80000
PS4,2015,80000
XOne,2015,80000
3DS,2015,80000
PS3,2015,80000
PS4,2015,80000
PC,2015,80000
PSP,2015,80000
PS4,2015,80000
PSV,2015,80000
WiiU,2015,80000
PSV,2015,80000
PC,2015,80000
PS4,2015,80000
PC,2015,80000
PSV,2015,80000
PS4,2015,80000
PS4,2015,80000
PSV,2015,70000
3DS,2015,70000
3DS,2015,70000
3DS,2015,70000
PSV,2015,70000
X360,2015,70000
PS3,2015,70000
PSV,2015,70000
PSV,2015,70000
PS3,2015,70000
PSV,2015,70000
PSV,2015,70000
PC,2015,70000
XOne,2015,70000
PS4,2015,70000
PS4,2015,70000
PS3,2015,70000
3DS,2015,70000
XOne,2015,70000
X360,2015,70000
PS4,2015,70000
3DS,2015,70000
PS4,2015,70000
PS4,2015,60000
PSV,2015,60000
PS4,2015,60000
3DS,2015,60000
WiiU,2015,60000
WiiU,2015,60000
Wii,2015,60000
PS4,2015,60000
XOne,2015,60000
XOne,2015,60000
PSV,2014,60000
PSV,2014,60000
3DS,2014,60000
PS3,2014,60000
PSV,2014,60000
PS4,2014,60000
PS4,2014,60000
PS4,2014,60000
PS4,2014,60000
PS3,2014,60000
PS4,2014,60000
PS3,2014,60000
PS4,2014,60000
PS4,2014,60000
WiiU,2014,50000
X360,2014,50000
PSV,2014,50000
PSV,2014,50000
PSV,2014,50000
PSV,2014,50000
WiiU,2014,50000
3DS,2014,50000
PSV,2014,50000
X360,2014,50000
3DS,2014,50000
PSV,2014,50000
PS4,2014,50000
XOne,2014,50000
PSV,2014,50000
PSV,2014,50000
PS4,2014,50000
PS4,2014,50000
PSV,2014,50000
PC,2014,50000
PSV,2014,50000
PSV,2014,50000
PSV,2014,50000
PS4,2014,50000
XOne,2014,50000
PS4,2014,50000
XOne,2014,50000
3DS,2014,50000
PS4,2014,50000
PS4,2014,50000
XOne,2014,50000
PC,2014,50000
PS3,2014,50000
PS3,2014,50000
PC,2014,50000
PS4,2014,50000
X360,2014,50000
PSV,2014,50000
PS3,2014,50000
PS3,2014,50000
PSV,2014,40000
PSV,2014,40000
PSV,2014,40000
3DS,2014,40000
PC,2014,40000
PS3,2014,40000
3DS,2014,40000
PS4,2014,40000
PS3,2014,40000
PS3,2014,40000
PC,2014,40000
PSV,2014,40000
PS4,2014,40000
XOne,2014,40000
PSV,2014,40000
3DS,2014,40000
X360,2014,40000
3DS,2014,40000
PC,2014,40000
PC,2014,40000
3DS,2014,40000
XOne,2014,40000
PC,2014,40000
3DS,2014,40000
PSV,2014,40000
3DS,2014,40000
PSV,2014,40000
PS3,2014,40000
PS3,2014,40000
PSV,2014,40000
3DS,2014,40000
3DS,2014,40000
PSV,2014,40000
PS4,2014,40000
3DS,2014,30000
PSV,2014,30000
3DS,2014,30000
PSV,2014,30000
PSV,2014,30000
X360,2014,30000
PS4,2014,30000
PS3,2014,30000
PS3,2014,30000
WiiU,2014,30000
3DS,2014,30000
Wii,2014,30000
PS3,2014,30000
PS3,2014,30000
PSV,2014,30000
PSV,2014,30000
3DS,2014,30000
PS3,2014,30000
3DS,2014,30000
PSV,2014,30000
PSV,2014,30000
XOne,2014,30000
PSV,2014,30000
PSV,2014,30000
PSV,2014,30000
PC,2014,30000
PSV,2014,30000
3DS,2014,30000
3DS,2014,30000
3DS,2014,30000
X360,2014,30000
PSV,2014,30000
PSV,2014,30000
PS3,2014,30000
PSV,2014,30000
XOne,2014,30000
PSV,2014,30000
PSV,2014,30000
X360,2014,30000
PS4,2014,30000
3DS,2014,30000
PC,2014,30000
PSV,2014,30000
PC,2014,30000
PSV,2014,30000
3DS,2014,30000
PSV,2014,30000
PS4,2014,30000
PSV,2014,30000
PSV,2014,30000
PS3,2014,30000
3DS,2014,30000
PS4,2014,30000
PSV,2014,30000
X360,2014,30000
PS4,2014,30000
X360,2014,30000
PS3,2014,20000
PS3,2014,20000
PS4,2014,20000
PSV,2014,20000
PSV,2014,20000
3DS,2014,20000
X360,2014,20000
PS4,2014,20000
PS3,2014,20000
PSV,2014,20000
XOne,2014,20000
PS3,2014,20000
PSV,2014,20000
PS3,2014,20000
PSV,2014,20000
PS3,2014,20000
PC,2014,20000
3DS,2014,20000
PSV,2014,20000
PS3,2014,20000
PSV,2014,20000
3DS,2014,20000
PS4,2014,20000
PSV,2014,20000
PSV,2014,20000
PS3,2014,20000
PSV,2014,20000
PS4,2014,20000
PSV,2014,20000
3DS,2014,20000
PSV,2014,20000
PC,2014,20000
PS3,2014,20000
PS4,2014,20000
PSV,2014,20000
PSV,2014,20000
PS3,2014,20000
PSV,2014,20000
3DS,2014,20000
PC,2014,20000
PC,2014,20000
3DS,2014,20000
XOne,2014,20000
PC,2014,20000
PS3,2014,20000
PSV,2014,20000
XOne,2014,20000
PS3,2014,20000
XOne,2014,20000
PS3,2014,20000
PSV,2014,20000
PSV,2014,20000
PSV,2014,20000
PSV,2014,20000
PSV,2014,20000
X360,2014,20000
X360,2014,20000
PSV,2014,20000
PC,2014,20000
PSV,2014,20000
PS4,2014,20000
PSP,2014,20000
PSV,2014,20000
PS3,2014,20000
PSV,2014,20000
PSV,2014,20000
PSP,2014,20000
PS3,2014,20000
XOne,2014,10000
PS4,2014,10000
3DS,2014,10000
3DS,2014,10000
PSV,2014,10000
WiiU,2014,10000
PS3,2014,10000
PC,2014,10000
PSV,2014,10000
PSV,2014,10000
PSV,2014,10000
PSV,2014,10000
XOne,2014,10000
PSV,2014,10000
PC,2014,10000
PC,2014,10000
WiiU,2014,10000
PS3,2014,10000
PSV,2014,10000
PSV,2014,10000
PSV,2014,10000
WiiU,2014,10000
PS4,2014,10000
WiiU,2014,10000
PC,2014,10000
PC,2014,10000
X360,2014,10000
PS3,2014,10000
XOne,2014,10000
WiiU,2014,10000
PC,2014,10000
3DS,2014,10000
X360,2014,10000
PSV,2014,10000
PSV,2014,10000
3DS,2014,10000
3DS,2014,10000
PSV,2014,10000
PSV,2014,10000
PS4,2014,11980000
3DS,2014,11330000
PS4,2014,7600000
3DS,2014,7450000
WiiU,2014,6960000
PS4,2014,6590000
PS4,2014,5650000
PS3,2014,5420000
XOne,2014,5130000
XOne,2014,5080000
WiiU,2014,5020000
PS3,2014,4820000
PS4,2014,4550000
PS3,2014,4450000
X360,2014,4310000
PS4,2014,4140000
PS4,2014,4030000
PS4,2014,4020000
PS4,2014,3920000
3DS,2014,3890000
XOne,2014,3460000
XOne,2014,3280000
3DS,2014,3220000
XOne,2014,3150000
X360,2014,3110000
PS4,2014,2990000
PC,2014,2970000
XOne,2014,2900000
PS4,2014,2780000
3DS,2014,2680000
XOne,2014,2410000
PS4,2014,2380000
Wii,2014,2280000
PSV,2014,2250000
XOne,2014,2150000
PS4,2014,2030000
X360,2014,2020000
PS4,2014,2000000
PS4,2014,1970000
X360,2014,1950000
PS3,2014,1930000
PS4,2014,1860000
3DS,2014,1820000
PS4,2014,1810000
PS4,2014,1740000
PS3,2014,1730000
PS4,2014,1700000
XOne,2014,1690000
X360,2014,1630000
XOne,2014,1610000
PS4,2014,1580000
XOne,2014,1550000
WiiU,2014,1520000
XOne,2014,1510000
PS3,2014,1440000
PS4,2014,1410000
PS3,2014,1410000
X360,2014,1380000
PS3,2014,1370000
XOne,2014,1370000
PS3,2014,1360000
3DS,2014,1360000
XOne,2014,1320000
PS3,2014,1320000
PS3,2014,1320000
X360,2014,1320000
X360,2014,1280000
PS4,2014,1280000
WiiU,2014,1260000
PC,2014,1230000
WiiU,2014,1190000
X360,2014,1160000
PS4,2014,1130000
PS4,2014,1130000
X360,2014,1120000
XOne,2014,1110000
X360,2014,1050000
Wii,2014,1050000
PS4,2014,1040000
PS3,2014,1020000
WiiU,2014,1010000
PS3,2014,1010000
PS4,2014,1010000
PS3,2014,980000
X360,2014,980000
X360,2014,950000
X360,2014,950000
X360,2014,930000
PS4,2014,920000
PS3,2014,920000
XOne,2014,910000
PC,2014,900000
X360,2014,850000
PS3,2014,850000
PS4,2014,840000
PSV,2014,840000
PSV,2014,830000
PS3,2014,810000
3DS,2014,790000
PSV,2014,770000
PS3,2014,760000
PS4,2014,760000
Wii,2014,760000
X360,2014,760000
WiiU,2014,750000
X360,2014,750000
PS3,2014,750000
PC,2014,730000
PS4,2014,720000
3DS,2014,710000
PS3,2014,710000
WiiU,2014,700000
X360,2014,690000
3DS,2014,690000
PS3,2014,690000
XOne,2014,680000
PS4,2014,680000
PS4,2014,680000
XOne,2014,670000
PS4,2014,670000
PS3,2014,670000
WiiU,2014,660000
WiiU,2014,650000
XOne,2014,650000
PS4,2014,650000
PS3,2014,650000
XOne,2014,640000
PS3,2014,640000
X360,2014,630000
XOne,2014,630000
PC,2014,620000
PS3,2014,620000
PS3,2014,620000
PS4,2014,620000
PS4,2014,610000
PS4,2014,600000
XOne,2014,600000
PS4,2014,600000
PS4,2014,580000
XOne,2014,580000
PC,2014,580000
XOne,2014,560000
X360,2014,550000
PC,2014,550000
PS4,2014,550000
PS3,2014,540000
X360,2014,540000
XOne,2014,530000
3DS,2014,520000
XOne,2014,510000
PS4,2014,510000
PS3,2014,510000
X360,2014,500000
XOne,2014,500000
X360,2014,500000
PSV,2014,490000
3DS,2014,490000
PS3,2014,490000
3DS,2014,480000
PC,2014,480000
PC,2014,480000
X360,2014,480000
PS3,2014,470000
X360,2014,470000
WiiU,2014,470000
X360,2014,470000
PC,2014,460000
XOne,2014,460000
XOne,2014,450000
3DS,2014,450000
PS4,2014,450000
PC,2014,450000
3DS,2014,450000
PS4,2014,430000
PS4,2014,430000
XOne,2014,430000
PS4,2014,430000
XOne,2014,420000
X360,2014,410000
PSV,2014,410000
PC,2014,410000
3DS,2014,400000
PSV,2014,400000
PS3,2014,400000
XOne,2014,400000
XOne,2014,400000
WiiU,2014,400000
PS3,2014,390000
PS3,2014,380000
PS4,2014,380000
PS3,2014,380000
PS3,2014,370000
3DS,2014,370000
PC,2014,370000
PC,2014,360000
